0,1,2,3,4,5
14,9,15,8,18,25
20,20,17,11,15,87
2,12,16,5,6,24
11,16,12,2,14,36
9,16,20,5,4,55
5,10,3,4,17,52
4,1,3,7,4,9
19,7,1,4,11,66
25,8,1,11,16,66
2,14,13,3,20,77
22,14,18,1,3,94
9,8,6,11,9,29
5,9,15,15,5,66
22,4,5,4,14,81
22,12,6,6,2,66
2,13,19,6,19,93
14,7,12,15,10,93
8,9,1,5,20,37
22,8,20,11,16,46
1,14,9,2,5,70
14,3,3,7,19,13
22,7,11,15,13,100
17,8,20,5,17,99
6,15,18,1,5,6
23,8,19,11,16,83
16,9,18,15,12,16
17,20,14,12,20,27
14,11,14,3,7,42
24,8,16,1,20,100
16,17,19,12,2,34
21,17,14,8,6,46
15,19,5,4,3,4
12,6,7,5,20,93
21,13,12,6,16,91
7,3,19,1,1,81
11,2,9,10,11,27
20,16,5,6,6,99
2,2,4,13,3,36
22,13,8,9,10,55
6,6,18,10,13,10
2,14,11,5,8,42
18,19,9,10,14,14
23,5,7,9,14,49
14,8,1,13,13,62
8,8,7,2,14,72
6,20,5,14,7,52
2,19,10,15,8,95
15,8,12,11,11,17
6,9,4,11,18,76
19,10,16,7,3,61
18,6,1,2,11,59
20,17,17,1,11,57
16,2,4,9,19,6
25,4,14,11,1,11
18,19,13,15,15,87
1,3,4,3,6,34
11,1,10,14,16,92
25,18,13,10,3,63
10,5,6,5,2,6
18,14,4,15,14,91
18,6,13,2,18,50
20,8,10,7,18,38
15,5,7,13,14,42
2,1,6,3,20,47
13,14,12,14,8,97
4,1,2,13,9,39
2,10,18,14,1,76
13,16,20,4,15,65
25,16,5,12,3,37
10,8,10,7,8,30
8,6,2,5,20,2
15,11,11,13,16,72
15,18,19,4,19,85
10,20,20,7,7,95
10,11,14,11,7,81
20,12,6,3,6,17
19,2,19,12,4,35
18,5,4,13,13,62
12,10,2,13,11,40
17,12,10,12,2,9
17,14,20,14,18,57
5,12,18,4,8,22
5,7,18,13,16,51
10,17,12,13,1,94
7,20,5,3,11,66
21,3,19,5,3,17
23,20,20,1,3,99
4,4,17,6,16,92
8,2,20,9,1,60
12,7,19,1,15,50
14,2,4,2,17,78
25,11,17,1,11,51
9,16,14,7,7,2
8,19,15,4,15,16
11,3,2,9,16,48
10,14,10,15,2,78
8,19,8,9,14,51
25,20,6,15,1,92
16,6,3,11,9,29
6,4,11,4,10,58
19,4,11,10,6,45
2,5,3,1,8,28
1,14,7,4,6,8
2,6,13,14,13,73
19,15,17,15,11,66
9,14,1,10,18,98
1,11,2,15,11,2
22,14,7,9,14,72
3,5,18,12,11,82
4,4,17,2,20,67
22,14,12,10,10,9
14,10,11,6,4,81
4,5,6,10,5,71
17,4,16,11,15,86
17,19,1,15,10,81
11,19,14,12,20,75
22,18,4,12,10,19
25,3,15,12,3,20
18,6,15,13,6,30
25,19,20,15,9,61
2,16,19,15,3,10
1,1,8,9,18,29
19,19,12,9,5,74
25,2,11,4,6,36
15,7,14,4,17,14
5,18,10,10,5,24
5,5,4,9,1,33
2,14,11,15,14,56
18,13,9,5,19,27
5,13,13,6,7,29
11,13,19,5,17,35
10,3,11,4,16,43
13,10,17,9,14,42
16,4,7,1,3,5
2,10,17,5,10,75
25,7,7,13,2,96
4,11,18,5,16,46
22,14,7,10,14,20
17,1,15,3,16,98
4,10,19,5,4,28
22,10,6,8,3,87
5,13,10,15,2,57
10,14,2,6,5,15
17,6,7,2,5,95
16,8,4,9,20,99
23,6,8,3,10,42
2,10,15,1,19,16
2,5,1,14,17,66
25,8,3,7,6,100
13,1,7,1,6,58
9,18,3,3,8,65
25,4,14,4,1,4
6,2,8,4,17,76
16,19,3,8,15,21
22,9,13,11,14,59
23,9,8,13,11,27
7,7,10,7,17,30
25,15,4,9,13,20
4,8,18,13,17,64
13,6,12,8,13,37
18,5,5,7,4,48
19,15,6,8,11,83
5,2,17,8,20,21
9,13,8,14,13,36
9,20,1,3,4,13
4,6,10,11,8,73
5,8,20,10,5,10
7,16,12,10,10,23
5,4,8,12,19,40
20,17,19,12,11,35
25,10,20,6,17,39
10,11,6,14,10,23
16,4,10,14,13,80
16,3,15,8,11,13
2,15,1,13,12,52
7,13,13,3,15,49
14,9,11,11,3,60
18,18,15,10,16,48
19,8,2,13,16,12
7,14,19,2,11,62
20,14,6,7,17,60
17,2,8,2,12,42
9,17,19,5,11,26
7,4,6,5,3,1
22,14,6,12,17,17
3,4,2,13,10,18
17,9,11,11,17,43
8,17,19,13,12,89
9,5,4,11,20,6
6,18,19,3,14,47
11,3,10,8,5,92
12,18,12,8,18,88
25,12,5,3,5,36
23,15,20,6,10,71
16,17,8,6,9,1
19,10,3,4,12,39
22,3,8,3,17,38
25,1,9,1,15,25
6,17,19,8,14,68
13,16,16,8,8,25
18,7,6,13,7,37
13,18,11,13,20,48
20,1,20,10,7,75
10,19,3,8,3,69
23,18,4,8,20,52
24,14,18,4,3,24
22,3,13,8,10,84
22,14,4,1,18,2
17,7,13,2,7,75
15,14,12,8,16,63
16,15,17,13,10,31
13,2,13,2,16,82
20,17,7,1,9,65
19,8,3,11,9,29
11,10,14,4,14,90
22,10,16,15,14,57
25,14,18,10,5,73
13,12,1,5,2,50
9,5,9,3,1,29
22,3,18,10,16,23
11,4,12,3,20,26
25,7,11,9,6,35
2,18,6,14,17,39
20,12,4,3,2,56
3,20,10,7,11,65
20,12,1,8,11,100
15,7,18,5,1,63
25,19,13,2,17,1
6,17,5,1,16,46
18,4,5,2,20,75
3,11,18,15,14,69
17,13,7,14,3,39
24,19,17,1,20,86
21,12,14,10,19,41
5,1,16,4,4,96
6,12,18,3,3,51
11,14,4,5,3,86
3,6,4,2,1,55
19,8,7,9,20,65
24,16,18,15,17,61
17,12,4,9,4,67
12,17,20,10,16,2
22,5,19,7,3,39
1,6,19,9,14,30
9,15,5,13,11,21
3,2,4,2,2,48
13,13,16,2,7,83
21,10,7,4,16,70
10,17,7,8,7,61
17,2,7,8,14,57
1,7,18,14,15,91
11,17,4,11,10,42
15,5,4,12,11,19
8,15,7,4,9,14
6,12,15,2,19,41
25,19,7,12,3,61
10,5,9,5,3,98
3,2,15,1,20,65
5,7,19,3,13,7
1,18,10,13,2,28
23,1,19,6,10,41
11,1,17,11,15,99
18,2,13,4,13,32
18,14,11,8,1,63
6,2,12,10,1,45
13,20,18,11,5,39
8,2,19,1,7,53
2,1,6,14,10,18
7,14,11,4,17,92
23,17,5,15,7,17
1,16,16,10,3,20
23,2,1,1,17,19
5,3,19,11,13,80
3,15,14,11,18,82
9,16,18,3,17,76
1,14,11,6,9,73
2,1,6,14,4,83
17,18,5,7,10,70
7,8,4,7,20,53
8,3,8,2,2,96
8,17,10,5,7,10
25,20,2,15,13,5
22,4,15,4,17,24
18,10,3,13,16,2
15,15,16,10,12,97
22,16,5,8,10,83
17,9,2,14,14,74
5,12,9,11,7,26
15,19,15,9,6,23
11,18,17,13,17,20
5,3,15,4,11,17
14,19,5,10,9,50
4,4,14,2,16,20
4,12,19,9,11,36
11,3,13,9,10,21
24,6,16,10,7,6
21,10,16,13,14,85
22,4,20,7,3,15
17,6,7,7,4,77
12,16,11,2,5,80
12,13,18,7,19,84
4,10,13,5,17,98
9,5,2,3,7,56
4,20,1,15,11,37
23,17,12,3,8,56
5,12,20,7,18,59
7,14,8,6,13,56
18,8,12,1,10,70
11,18,9,2,5,39
23,19,16,1,4,75
12,8,6,1,1,76
1,9,9,10,9,33
15,6,20,7,17,21
11,14,10,2,12,26
5,14,5,12,20,48
17,13,7,4,5,79
21,16,7,1,5,15
8,2,20,14,10,88
24,7,14,11,13,5
1,18,19,5,9,10
22,7,14,5,3,38
3,13,5,14,4,22
3,18,3,15,4,64
4,9,10,12,4,63
12,5,12,12,1,80
3,5,19,11,14,21
20,2,5,5,7,100
18,15,18,2,6,53
15,16,1,9,8,37
8,16,1,4,2,73
16,9,17,14,1,83
16,2,4,10,16,10
25,15,16,14,16,53
1,20,9,8,6,28
19,13,3,11,12,24
9,14,4,2,2,76
19,14,17,14,18,45
19,14,19,6,7,47
11,4,6,4,2,71
13,15,16,5,13,67
5,11,12,15,17,73
15,18,18,8,1,7
22,6,1,13,7,87
14,4,3,1,9,4
24,1,10,4,15,2
7,16,12,8,20,41
17,11,18,9,18,90
25,2,16,12,4,94
24,4,17,8,1,85
21,9,5,7,12,91
9,5,6,2,17,77
4,13,7,3,6,84
18,18,17,3,9,12
11,19,15,12,11,88
18,18,16,14,15,100
19,5,4,11,6,81
22,20,13,5,14,31
23,6,20,12,5,40
13,5,19,5,13,1
12,5,11,2,13,5
21,3,9,2,18,46
22,1,17,11,10,11
13,15,8,9,16,33
9,8,17,4,7,2
9,13,6,6,7,91
15,19,13,5,15,43
8,3,3,14,16,73
21,18,7,4,4,94
16,17,1,9,20,40
5,15,4,11,13,30
3,14,1,5,4,7
12,3,10,2,6,77
24,4,6,7,17,49
25,14,5,7,7,16
6,2,3,12,14,75
11,16,8,8,10,63
5,19,5,11,10,63
7,5,6,14,6,74
23,12,7,4,18,53
7,4,6,6,5,59
12,7,14,11,2,76
14,3,14,5,13,15
24,11,19,1,14,84
24,18,15,7,7,4
15,3,7,15,13,83
1,9,2,14,4,95
19,14,17,14,1,21
3,9,3,3,7,68
21,5,6,7,14,72
11,3,6,4,9,90
24,14,10,7,5,13
21,10,19,14,9,79
9,13,19,3,16,5
10,13,2,15,17,95
8,4,9,10,17,69
24,17,3,8,18,27
3,5,8,3,8,88
13,3,1,1,20,8
23,17,12,1,18,68
2,11,11,5,12,100
18,11,16,7,10,46
10,14,2,8,16,2
10,8,4,7,11,56
11,10,4,8,10,61
2,16,3,5,2,55
6,16,5,3,13,46
23,7,20,15,1,67
18,11,7,8,4,89
18,5,18,13,9,79
9,20,14,1,6,27
15,11,2,1,4,46
17,13,5,3,4,65
1,16,7,12,4,31
22,18,7,4,16,55
17,14,6,7,14,72
10,1,14,12,11,57
14,19,2,8,18,85
25,4,1,3,7,24
5,19,13,6,19,88
12,18,13,8,9,27
21,19,19,9,2,29
18,2,20,9,15,97
3,16,12,15,3,11
15,13,1,13,20,39
10,2,16,8,9,77
16,11,7,14,14,8
14,18,9,3,11,95
20,1,10,3,10,65
18,7,17,8,4,48
14,20,9,6,9,57
7,16,7,8,9,93
12,15,10,13,7,93
19,8,5,9,13,34
15,15,12,8,10,95
15,15,7,9,15,15
2,4,11,6,18,91
3,20,17,4,14,4
18,2,3,12,12,15
23,6,2,4,20,71
9,10,17,10,20,11
11,6,6,8,11,4
14,20,15,15,11,48
5,13,1,10,20,53
16,12,10,7,7,30
19,5,19,5,1,98
8,4,15,3,16,78
18,11,17,12,3,99
6,17,4,12,18,43
9,14,6,5,2,84
9,13,9,9,19,1
13,16,4,15,11,12
12,8,2,15,12,24
24,2,13,2,13,50
21,8,15,3,13,9
11,18,1,6,14,99
9,6,7,9,5,17
15,13,16,12,18,67
5,13,9,2,11,93
19,3,1,10,12,25
8,12,2,8,5,95
12,18,13,15,6,69
6,6,2,13,19,51
25,3,15,5,12,85
7,10,7,2,14,18
11,7,1,15,11,37
11,14,14,3,3,32
9,20,9,12,13,67
9,4,1,8,3,12
22,14,13,5,18,39
4,5,17,9,6,67
1,2,1,11,1,75
4,9,15,12,2,67
3,5,10,4,2,84
22,15,9,15,14,66
23,2,3,14,3,28
12,8,9,7,10,42
12,4,2,13,5,44
9,5,20,10,5,82
25,8,16,3,12,62
9,6,3,13,16,45
15,13,4,11,1,46
24,4,9,5,1,85
20,16,1,5,12,57
21,11,5,13,19,68
24,4,14,9,3,81
5,17,5,1,4,26
11,12,1,1,2,54
5,6,1,3,10,33
4,7,15,15,12,45
18,5,20,8,5,82
13,10,11,15,2,94
25,7,18,7,4,11
12,5,8,13,7,30
7,18,16,6,12,19
8,14,16,12,1,80
11,1,1,1,5,2
16,6,20,3,19,83
5,6,8,8,13,46
22,4,3,9,1,15
8,3,8,3,17,1
9,12,1,15,9,97
8,19,14,3,19,52
10,20,17,14,17,9
10,15,4,2,1,65
18,5,7,11,12,75
23,2,6,10,1,6
6,6,5,14,18,35
15,4,14,9,10,63
7,9,17,6,2,69
17,10,13,8,17,36
10,4,18,7,15,30
8,10,15,4,10,24
3,1,8,13,9,57
7,18,17,9,10,30
9,6,11,12,20,87
7,9,2,4,16,96
6,8,17,10,16,18
4,10,19,8,9,59
21,11,16,7,1,65
18,19,2,9,10,42
17,17,10,14,12,45
1,17,4,3,9,59
5,12,20,15,14,69
6,4,11,8,2,51
10,9,1,1,19,63
12,16,19,12,14,82
13,11,11,2,13,19
17,5,10,4,6,55
17,6,10,14,6,83
11,10,3,11,15,62
18,2,17,3,10,82
12,2,12,7,10,97
15,17,13,11,15,58
2,13,16,13,13,21
10,3,2,2,5,16
5,10,9,1,4,50
17,20,4,6,18,33
22,2,1,4,19,55
21,10,19,8,2,71
25,8,5,6,17,50
14,6,11,7,4,54
14,10,6,7,12,83
9,18,17,5,16,35
11,4,17,2,6,90
19,13,18,14,8,34
15,3,11,2,7,94
20,20,16,10,16,27
25,16,5,11,17,92
22,5,15,13,11,93
23,11,5,2,16,44
12,10,7,7,18,33
1,8,12,8,14,39
14,15,14,5,20,71
22,4,15,3,11,57
5,20,7,6,6,43
22,17,4,8,19,42
12,6,1,5,20,66
23,20,1,8,5,92
10,13,15,9,7,58
7,14,9,9,16,55
18,2,3,11,6,33
19,2,18,11,1,9
7,10,9,4,13,85
12,17,9,14,8,75
16,14,8,11,19,96
15,18,17,13,1,63
25,4,4,5,12,17
25,13,6,8,18,90
4,14,7,12,17,46
2,9,11,1,10,90
6,16,7,15,5,99
22,7,3,12,18,14
25,17,18,6,17,55
12,20,20,13,12,49
23,10,9,9,7,70
20,8,6,13,9,2
12,20,8,6,18,45
1,13,14,3,5,50
19,6,9,5,6,80
5,10,9,4,5,8
5,1,7,12,4,95
9,17,6,8,12,43
10,4,7,13,13,23
22,8,1,12,2,26
17,9,7,2,4,12
24,8,12,10,10,7
16,5,3,6,7,26
1,6,9,7,18,21
22,11,20,2,13,2
9,6,2,5,19,85
13,8,12,12,14,93
23,7,17,8,12,64
25,12,1,11,11,39
3,4,1,13,5,93
16,15,18,2,11,37
1,11,16,4,2,21
17,11,7,8,15,91
3,5,14,9,15,64
9,17,19,9,11,63
14,6,9,8,14,92
19,14,2,6,18,63
24,6,5,12,10,100
17,18,16,6,18,42
11,8,10,15,18,81
24,1,18,8,14,32
4,14,5,2,2,74
1,2,11,15,8,41
21,17,10,8,7,47
19,4,14,11,8,63
6,7,4,5,6,9
11,16,14,8,7,55
3,4,16,14,13,56
19,6,12,13,13,38
1,14,1,1,4,1
8,6,19,8,5,36
11,16,11,15,3,29
11,15,12,14,10,56
9,13,13,15,17,26
9,7,19,6,2,14
11,12,19,14,4,43
21,5,18,11,11,52
1,11,7,4,19,96
17,2,1,4,8,89
21,11,16,11,7,29
4,14,12,7,8,36
10,8,12,9,11,22
21,13,12,4,19,63
16,12,4,13,5,44
22,8,14,7,8,20
12,2,14,14,5,93
6,11,12,12,15,14
3,2,19,6,15,97
18,7,8,9,20,44
17,1,11,12,9,71
2,17,4,2,5,88
11,20,11,4,6,17
20,5,18,3,16,24
6,20,2,5,8,41
25,11,13,13,8,41
8,16,18,1,9,94
5,6,6,15,14,83
1,20,8,5,4,15
25,4,14,2,15,14
7,2,4,15,19,3
12,18,18,4,8,98
15,9,3,5,9,37
7,16,8,1,13,32
5,12,7,1,13,2
9,7,15,14,1,93
17,7,10,11,3,29
19,4,17,8,18,77
9,6,13,14,2,65
10,3,8,1,18,21
14,18,7,13,14,79
10,12,17,11,7,51
4,12,14,1,20,71
2,15,9,6,18,2
2,12,4,10,5,54
22,18,3,8,6,36
3,17,7,14,18,66
22,6,9,5,3,80
18,17,15,6,14,64
22,8,8,15,17,32
5,18,1,3,17,6
5,6,15,14,11,72
1,7,9,9,17,24
4,9,12,5,1,45
15,2,12,4,18,60
17,20,9,3,12,17
10,3,2,4,1,73
20,8,11,6,12,39
4,7,7,10,8,79
16,12,20,13,16,58
4,2,17,3,1,20
9,6,14,13,16,47
7,18,14,2,8,57
16,1,3,4,17,50
18,17,14,4,1,61
6,5,14,14,17,15
20,17,12,1,19,67
22,5,4,2,14,91
19,1,3,3,14,51
23,18,20,3,2,80
25,14,16,13,15,52
14,6,1,5,11,71
24,14,16,12,11,61
5,4,1,9,11,26
7,20,16,11,14,17
7,8,10,8,16,96
6,1,2,11,6,92
22,1,6,4,7,96
11,8,11,13,4,21
23,2,13,13,7,6
1,15,14,8,7,1
3,15,1,9,2,78
3,8,18,10,13,97
2,10,16,12,7,71
9,10,12,6,19,38
24,5,13,4,4,51
4,6,5,1,2,7
21,1,6,13,5,11
11,16,20,14,9,7
14,2,8,1,20,6
20,15,2,14,3,25
17,3,3,11,3,44
14,13,16,2,13,60
22,20,7,1,3,95
14,17,8,6,2,79
24,8,13,5,7,7
12,8,9,1,5,12
1,1,16,11,2,40
10,13,20,8,15,22
4,4,18,1,11,31
12,4,11,6,11,29
23,2,16,11,7,52
24,19,12,5,14,73
19,20,17,10,12,32
2,10,7,11,7,17
7,15,1,4,16,51
22,3,4,7,18,2
10,17,20,12,3,33
16,8,4,3,13,95
11,19,16,2,14,54
18,12,9,8,20,84
10,16,18,3,19,87
11,6,15,10,4,77
24,14,17,7,13,69
18,3,19,5,11,44
19,4,8,9,8,27
4,15,15,1,12,5
9,15,10,9,4,5
15,10,11,6,18,83
6,1,18,9,2,88
18,17,3,10,20,43
23,10,17,14,17,60
6,11,14,12,19,50
7,3,11,12,16,28
19,8,20,13,7,82
8,1,18,7,2,10
24,1,19,12,15,36
7,17,18,2,8,16
18,4,10,8,10,25
13,11,13,9,20,11
5,17,3,15,1,4
16,14,16,1,8,42
3,1,18,15,19,66
25,7,1,10,16,43
16,13,13,10,2,64
20,3,13,4,14,53
22,6,18,3,17,45
1,14,17,9,1,96
19,10,2,9,1,57
21,17,2,10,16,55
6,18,9,3,1,95
2,20,20,4,14,88
11,9,14,7,2,14
17,12,3,5,3,64
24,15,12,12,12,99
11,12,16,14,4,29
15,20,20,5,5,33
22,15,1,5,14,75
20,7,18,13,2,40
3,17,15,1,13,46
4,3,9,7,13,52
2,18,3,11,14,99
23,17,6,5,2,79
1,3,17,14,7,10
8,14,6,14,16,58
16,5,12,14,13,57
7,9,6,11,4,39
25,11,15,10,2,8
20,8,11,1,11,37
16,5,3,8,6,18
8,11,14,9,17,86
12,13,14,12,4,17
5,5,19,15,11,61
9,15,8,9,7,50
11,9,6,15,17,71
17,14,14,11,14,50
6,11,2,5,4,97
18,4,1,2,10,11
17,3,17,11,7,64
25,19,4,12,13,80
23,16,5,1,1,91
5,4,13,8,8,96
25,20,19,7,3,28
10,14,3,1,4,81
21,15,19,5,12,3
24,11,18,6,11,79
11,12,14,13,14,41
3,5,12,9,17,95
8,11,20,5,13,16
5,19,2,15,8,13
14,8,15,12,13,65
12,20,8,5,19,62
2,14,6,15,7,34
1,11,4,1,18,29
23,12,7,4,9,14
14,7,13,8,15,18
5,1,9,2,12,48
3,3,13,11,10,51
1,10,1,12,2,98
20,9,2,6,18,70
21,3,8,8,10,63
7,6,15,11,18,47
8,2,1,15,4,50
5,20,20,12,11,41
15,10,2,8,15,11
2,17,13,11,11,94
3,3,20,5,3,69
1,2,10,13,1,86
23,2,5,12,15,35
19,14,16,5,6,70
7,19,18,9,12,68
10,6,10,14,15,52
14,10,13,3,10,45
5,7,18,14,15,73
5,15,18,5,17,56
1,8,14,8,12,65
6,1,11,5,1,57
14,9,19,6,18,28
18,13,14,15,11,20
4,8,14,12,7,50
7,8,18,7,5,81
14,2,1,6,9,13
17,7,13,2,9,10
14,16,14,12,13,57
16,13,4,2,11,10
16,12,17,13,11,34
3,6,15,5,3,43
4,4,1,11,16,90
18,6,17,11,10,1
22,20,14,10,8,4
25,14,8,13,8,50
11,3,15,13,9,57
2,8,12,13,10,99
22,2,5,5,8,54
16,9,5,14,14,33
9,20,18,8,2,85
12,10,7,13,4,88
4,20,15,13,17,44
1,3,6,7,18,85
20,5,13,2,5,98
16,8,17,13,11,31
24,14,12,3,12,75
15,5,14,4,14,11
9,10,5,11,1,14
25,18,18,10,19,42
7,16,2,6,18,84
3,16,17,9,13,8
15,17,5,5,7,18
17,13,19,7,3,52
12,10,9,2,9,99
20,17,14,11,14,23
9,1,18,13,11,31
17,15,19,11,5,38
11,8,10,14,4,44
25,18,13,13,9,53
8,13,2,3,11,35
10,11,16,3,8,6
5,5,13,5,17,29
7,7,16,11,16,12
22,15,9,6,15,17
19,4,1,15,7,91
24,11,2,11,13,69
9,9,5,3,4,82
16,15,8,13,8,55
24,4,10,14,4,36
7,9,19,13,15,5
13,16,16,4,11,80
10,16,9,1,13,84
22,18,10,12,3,97
21,6,12,7,2,96
22,13,16,13,5,91
17,20,6,4,15,28
4,19,4,14,20,96
22,13,6,6,6,48
10,2,5,1,10,26
8,14,19,9,16,55
9,2,14,6,8,49
8,13,19,13,6,70
1,14,3,1,11,20
15,17,1,14,3,43
22,15,16,2,15,11
6,5,4,12,12,51
25,7,3,15,4,40
10,9,5,9,11,76
3,20,12,11,6,6
8,9,13,10,10,7
15,17,4,10,18,55
11,19,1,5,19,5
17,8,5,6,3,76
8,5,7,12,12,64
12,1,12,9,5,93
18,19,10,6,1,39
2,13,18,3,7,28
24,5,7,3,16,9
20,5,5,4,6,97
7,5,9,6,3,74
3,12,4,7,4,44
8,11,16,10,10,75
22,13,11,10,12,98
8,7,3,4,12,48
2,8,12,6,8,67
9,13,10,2,6,6
8,18,16,10,7,37
6,15,9,12,1,100
24,3,18,6,14,69
6,20,9,9,15,8
2,15,20,2,19,6
7,6,3,9,20,82
5,13,8,10,4,49
16,12,3,14,3,36
24,5,16,2,18,90
17,10,5,11,3,63
8,1,20,1,14,71
24,15,3,11,16,46
24,16,18,2,6,52
12,5,16,4,3,85
24,9,6,5,7,8
9,9,8,13,6,93
20,4,19,8,2,74
25,15,2,4,3,7
10,7,11,7,5,74
24,5,14,9,9,60
4,19,1,6,8,6
1,8,2,1,2,43
17,1,9,13,10,32
24,1,18,10,8,34
10,3,19,5,11,39
2,19,18,2,7,5
9,19,12,10,9,13
14,5,6,3,2,35
21,18,15,8,4,74
8,3,16,6,19,67
10,15,17,7,11,43
13,17,1,12,3,22
9,12,18,14,1,92
15,1,9,15,10,12
23,12,6,6,13,4
2,4,19,5,12,41
23,4,17,15,20,20
8,1,3,11,6,63
22,6,3,2,20,32
18,19,3,13,14,87
23,7,10,6,17,41
22,1,5,3,17,76
24,15,16,1,2,82
8,8,7,15,6,98
13,3,8,8,17,74
24,14,20,6,2,68
1,18,8,12,2,77
15,18,11,5,3,44
23,3,3,6,4,68
25,9,2,3,16,78
18,9,3,7,16,36
17,4,5,1,7,47
22,6,16,4,13,10
22,12,12,9,18,68
18,12,16,4,6,71
23,13,11,6,12,47
13,10,2,8,15,28
1,17,6,6,12,18
15,11,9,14,19,98
8,7,2,3,7,47
5,5,12,2,17,75
20,4,4,1,16,78
6,6,6,11,3,30
13,10,20,1,20,30
4,17,8,10,1,35
3,7,19,1,3,7
17,18,10,5,5,58
25,20,15,12,20,18
6,17,19,15,15,58
15,10,6,2,6,86
23,20,12,6,6,6
22,17,3,14,4,88
11,8,7,10,9,79
14,12,15,7,1,21
16,12,10,6,11,87
8,3,7,11,6,84
12,14,12,1,4,75
8,19,14,7,1,15
10,11,6,1,20,78
2,5,2,3,8,72
15,7,6,13,18,91
1,14,17,2,4,80
7,14,11,12,2,43
16,8,13,3,20,12
11,1,9,2,16,48
15,17,14,15,4,3
18,14,16,6,7,32
20,15,17,7,17,58
14,12,5,7,5,96
25,7,17,10,18,24
17,12,20,3,3,55
5,17,20,13,7,86
21,17,1,12,8,17
19,2,20,15,20,64
2,1,10,3,11,59
8,7,2,14,1,25
18,6,1,4,10,68
10,5,16,2,16,15
3,16,8,7,12,99
18,3,20,4,3,90
18,17,8,11,11,89
10,10,6,8,9,67
7,13,11,4,9,58
5,13,5,13,16,56
16,3,10,5,4,24
16,11,1,9,11,83
19,8,12,11,17,40
7,5,4,4,8,4
21,17,8,15,6,64
7,14,18,3,20,21
17,16,3,4,11,86
21,14,5,14,6,21
1,12,5,1,20,24
12,17,20,4,18,66
9,14,19,4,3,90
19,4,5,4,9,75
4,16,20,13,15,45
10,5,8,6,2,59
24,3,15,13,4,52
25,7,17,10,20,80
5,6,15,1,6,24
11,19,19,12,8,85
22,9,1,1,14,63
15,2,17,9,1,40
23,18,19,9,4,78
8,8,15,8,1,100
3,8,10,8,14,89
15,17,17,10,8,62
24,17,15,6,12,16
7,19,5,5,3,48
10,17,8,14,6,68
16,18,15,5,13,48
4,12,5,7,11,32
4,17,20,8,19,71
5,20,2,4,20,4
2,9,12,4,4,38
23,19,7,12,4,59
16,9,10,10,2,73
23,5,1,4,15,39
2,19,10,13,20,89
18,8,9,14,3,5
13,5,3,15,1,78
18,8,18,10,20,20
4,14,16,9,8,50
4,4,1,8,13,12
19,5,19,9,8,61
13,1,5,13,12,77
2,1,16,15,12,35
24,15,9,14,10,88
16,15,11,3,18,83
19,13,19,9,16,78
14,16,18,10,18,81
3,9,2,3,10,13
23,18,20,13,14,1
20,11,16,2,8,65
19,8,9,4,6,4
16,16,11,1,10,80
21,12,9,4,1,10
17,5,8,13,17,33
18,16,15,3,17,14
14,12,1,7,5,18
13,16,13,13,8,2
23,8,5,8,2,5
12,20,2,6,17,78
10,6,14,9,11,30
17,19,14,4,16,98
11,20,5,8,2,52
11,16,12,2,18,45
4,2,16,5,12,44
7,7,9,5,7,19
12,1,10,15,14,57
19,17,16,6,19,69
4,7,5,12,18,74
21,6,15,3,15,59
1,2,17,5,13,43
15,6,3,14,20,89
5,16,5,15,16,35
14,11,1,15,18,59
8,20,4,3,18,91
6,18,4,7,19,96
11,11,14,6,19,5
19,16,20,8,7,47
22,7,18,10,11,75
18,9,14,8,13,83
20,15,1,3,13,71
21,5,1,14,20,12
3,3,7,5,2,33
1,16,20,10,10,42
24,14,2,15,13,74
7,3,20,14,7,64
22,19,9,7,12,48
23,2,3,11,11,16
19,18,3,15,3,4
6,13,17,8,9,42
3,8,4,10,6,22
3,19,1,6,1,44
6,5,5,3,16,27
8,11,17,3,5,19
6,12,3,8,1,12
6,16,19,14,10,96
22,7,15,7,5,87
11,10,11,7,9,98
11,11,8,7,8,24
17,1,16,14,18,8
7,8,3,12,13,92
8,11,11,14,18,55
5,20,4,5,18,52
13,15,14,7,8,14
16,19,14,3,5,3
2,1,2,15,8,66
13,2,16,3,10,65
12,4,16,7,20,66
10,14,20,1,8,68
21,13,6,1,17,22
13,8,15,6,2,74
3,12,15,8,19,96
25,13,19,7,9,10
2,1,16,12,6,63
24,8,15,1,3,83
20,12,2,4,2,96
22,1,7,8,15,85
18,14,17,8,1,18
22,12,18,12,15,35
24,5,2,5,13,84
9,2,7,1,5,60
21,13,20,12,15,34
16,12,20,10,11,80
7,7,3,1,11,98
15,16,14,13,8,46
18,1,7,14,8,3
18,10,7,7,6,1
7,19,4,11,20,94
2,6,13,5,13,83
24,14,10,2,16,37
20,5,10,1,8,89
11,10,19,7,3,64
3,9,14,13,7,73
4,3,10,11,2,94
20,2,7,4,16,34
18,15,18,4,12,25
7,12,6,15,19,60
21,18,1,6,12,27
19,20,9,5,20,43
19,6,16,5,10,31
24,14,5,8,7,89
13,8,20,15,20,50
7,15,19,2,15,31
3,20,2,3,15,14
7,15,19,13,9,100
13,9,13,15,7,19
8,1,7,14,12,78
16,3,12,11,14,78
23,3,18,10,13,64
3,4,18,6,11,78
8,1,19,5,15,97
14,9,17,2,14,100
24,9,15,7,15,88
19,2,3,8,3,75
16,17,10,5,10,21
8,2,1,6,6,47
